Name,Rtg,Card,Nation,DIV,HAN,KIC,REF,SPE,POS,Link
Benedikt Pliquett,64,bronzerare,Germany,67,62,59,69,39,62,https://wefut.com/player/13/2437/benedikt-pliquett
Alex Cordaz,64,bronzerare,Italy,63,63,57,70,58,66,https://wefut.com/player/13/2377/alex-cordaz
Emanuele Concetti,64,bronzerare,Italy,62,65,50,68,50,68,https://wefut.com/player/13/2360/emanuele-concetti
Germano Vailati,64,bronzerare,Switzerland,68,60,56,65,56,66,https://wefut.com/player/13/2053/germano-vailati
Gennaro Bracigliano,64,bronzerare,France,63,67,65,61,43,70,https://wefut.com/player/13/1704/gennaro-bracigliano
Florent Chaigneau,64,bronzerare,France,62,60,68,65,35,72,https://wefut.com/player/13/1485/florent-chaigneau
Henri Sillanpää,64,bronzerare,Finland,59,69,54,66,23,68,https://wefut.com/player/13/1454/henri-sillanpaa
Olivier Blondel,64,bronzerare,France,69,63,58,60,51,65,https://wefut.com/player/13/1341/olivier-blondel
Luis García,64,bronzerare,Spain,60,66,59,63,56,71,https://wefut.com/player/13/1275/luis-garcia
Dani Mallo,64,bronzerare,Spain,63,67,55,64,41,66,https://wefut.com/player/13/1187/dani-mallo
Paul Rachubka,64,bronzerare,United States,68,57,61,71,54,60,https://wefut.com/player/13/985/paul-rachubka
Michaël Fabre,64,bronzerare,France,62,71,58,62,43,68,https://wefut.com/player/13/866/michael-fabre
Clint Bolton,64,bronzerare,Australia,73,61,53,69,53,67,https://wefut.com/player/13/392/steve-mildenhall
Mattias Asper,64,bronzerare,Sweden,63,61,50,62,35,68,https://wefut.com/player/13/237/mattias-asper
Park Ho Jin,64,bronze,Korea Republic,66,62,65,65,36,65,https://wefut.com/player/13/12069/park-ho-jin
Mohammed Sharefi,64,bronze,Saudi Arabia,67,65,62,62,43,64,https://wefut.com/player/13/10660/mohammed-sharefi
Arthur Bartman,64,bronze,South Africa,66,63,53,66,24,65,https://wefut.com/player/13/8239/arthur-bartman
Abdoulaye Keita,64,bronze,France,64,64,68,67,37,64,https://wefut.com/player/13/8180/abdoulaye-keita
Carlo Pinsoglio,64,bronze,Italy,65,60,59,67,48,65,https://wefut.com/player/13/6732/carlo-pinsoglio
Vincenzo Fiorillo,64,bronze,Italy,63,62,60,66,50,64,https://wefut.com/player/13/6039/vincenzo-fiorillo
Radosław Cierzniak,64,bronze,Poland,66,64,57,65,56,63,https://wefut.com/player/13/3234/radoslaw-cierzniak
Chema,64,bronze,Spain,65,62,59,67,46,63,https://wefut.com/player/13/2153/chema
Park Ho Jin,64,bronze,Korea Republic,66,62,65,65,36,65,https://wefut.com/player/13/1891/park-ho-jin
Alan Mannus,64,bronze,Northern Ireland,65,67,57,66,32,65,https://wefut.com/player/13/1200/alan-mannus
Lewis Price,64,bronze,Wales,67,66,60,68,51,58,https://wefut.com/player/13/960/lewis-price
Ante Čović,64,bronze,Australia,64,65,66,67,39,60,https://wefut.com/player/13/674/ante-covic
Rudy Riou,64,bronze,France,64,64,61,66,40,64,https://wefut.com/player/13/135/rudy-riou
Javi Jiménez,63,bronzerare,Spain,76,54,64,66,50,55,https://wefut.com/player/13/13853/javi-jimenez
Leon ter Wielen,63,bronzerare,Netherlands,68,59,62,66,35,58,https://wefut.com/player/13/10625/leon-ter-wielen
Ján Novota,63,bronzerare,Slovakia,63,62,63,64,46,63,https://wefut.com/player/13/9775/jan-novota
Maximilian Riedmüller,63,bronzerare,Germany,62,66,69,64,42,59,https://wefut.com/player/13/9695/maximilian-riedmuller
Erik Cummins,63,bronzerare,Netherlands,68,63,67,63,51,60,https://wefut.com/player/13/9174/erik-cummins
Zac MacMath,63,bronzerare,United States,68,61,54,64,51,65,https://wefut.com/player/13/9038/zac-macmath
Benjamin Lecomte,63,bronzerare,France,68,64,61,66,45,62,https://wefut.com/player/13/8811/benjamin-lecomte
Nacho Zabal,63,bronzerare,Spain,63,70,53,65,49,57,https://wefut.com/player/13/8643/nacho-zabal
Matz Sels,63,bronzerare,Belgium,64,63,71,62,67,61,https://wefut.com/player/13/8538/matz-sels
Jordi Masip,63,bronzerare,Spain,73,59,56,67,63,54,https://wefut.com/player/13/8518/jordi-masip
Lee Bum Young,63,bronzerare,Korea Republic,64,66,67,64,32,65,https://wefut.com/player/13/7297/lee-bum-young
Sam Slocombe,63,bronzerare,England,67,58,57,71,44,58,https://wefut.com/player/13/6885/sam-slocombe
Alex Cisak,63,bronzerare,Australia,68,56,54,67,57,61,https://wefut.com/player/13/6657/alex-cisak
Jamie Jones,63,bronzerare,England,66,56,52,74,32,62,https://wefut.com/player/13/5469/jamie-jones
Shwan Jalal,63,bronzerare,England,72,58,51,71,48,55,https://wefut.com/player/13/5139/shwan-jalal
David Button,63,bronzerare,England,70,55,59,69,66,62,https://wefut.com/player/13/4437/david-button
Cheick N'Diaye,63,bronzerare,Senegal,67,53,64,66,32,66,https://wefut.com/player/13/4407/cheick-n-diaye
Santamaría,63,bronzerare,Spain,62,70,57,58,48,67,https://wefut.com/player/13/4194/santamaria
Owain Fôn Williams,63,bronzerare,Wales,67,58,59,72,63,58,https://wefut.com/player/13/4030/owain-fon-williams
Hassan Al Otaibi,63,bronzerare,Saudi Arabia,71,68,66,61,35,52,https://wefut.com/player/13/3868/hassan-al-otaibi
Ben Alnwick,63,bronzerare,England,60,57,57,76,34,61,https://wefut.com/player/13/3392/ben-alnwick
Arran Lee-Barrett,63,bronzerare,England,71,54,55,67,56,64,https://wefut.com/player/13/3330/arran-lee-barrett
Biel Ribas,63,bronzerare,Spain,69,64,70,59,39,60,https://wefut.com/player/13/3329/biel-ribas
Andrea Guatelli,63,bronzerare,Italy,66,62,70,62,34,58,https://wefut.com/player/13/3237/andrea-guatelli
Bartosz Białkowski,63,bronzerare,Poland,68,61,61,63,59,59,https://wefut.com/player/13/2759/bartosz-bialkowski
Shin Hwa Yong,63,bronzerare,Korea Republic,69,50,63,69,54,63,https://wefut.com/player/13/2707/shin-hwa-yong
Jean-Louis Leca,63,bronzerare,France,58,62,52,70,34,68,https://wefut.com/player/13/2665/jean-louis-leca
Mariusz Pawełek,63,bronzerare,Poland,70,53,72,69,35,66,https://wefut.com/player/13/2318/mariusz-pawelek
Escalona,63,bronzerare,Spain,72,53,59,70,57,58,https://wefut.com/player/13/2238/escalona
Luca Mazzoni,63,bronzerare,Italy,60,60,50,68,50,66,https://wefut.com/player/13/2001/luca-mazzoni
Zbigniew Małkowski,63,bronzerare,Poland,67,50,59,63,21,72,https://wefut.com/player/13/1945/zbigniew-malkowski
Cédric Berthelin,63,bronzerare,France,64,63,58,62,33,66,https://wefut.com/player/13/1913/cedric-berthelin
Juan de Dios Ibarra,63,bronzerare,Mexico,66,69,59,60,48,59,https://wefut.com/player/13/1846/juan-de-dios-ibarra
Rodolphe Roche,63,bronzerare,France,65,61,52,57,34,69,https://wefut.com/player/13/1333/rodolphe-roche
Javi Jiménez,63,bronzerare,Spain,76,54,64,66,50,56,https://wefut.com/player/13/1315/orlando
Kyriakos Stamatopoulos,63,bronzerare,Canada,61,62,66,65,35,66,https://wefut.com/player/13/1077/kyriakos-stamatopoulos
Sascha Kirschstein,63,bronzerare,Germany,63,61,61,66,41,61,https://wefut.com/player/13/1044/sascha-kirschstein
Richard Lee,63,bronzerare,England,71,58,77,63,61,57,https://wefut.com/player/13/988/richard-lee
Neil Sullivan,63,bronzerare,Scotland,58,72,68,53,48,72,https://wefut.com/player/13/740/neil-sullivan
Joe Cannon,63,bronzerare,United States,60,63,68,60,58,73,https://wefut.com/player/13/350/joe-cannon
Chris Weale,63,bronzerare,England,65,59,61,67,56,66,https://wefut.com/player/13/281/chris-weale
Adam Collin,63,bronze,England,67,65,63,66,37,58,https://wefut.com/player/13/13737/adam-collin
Ryan Allsop,63,bronze,England,68,60,61,68,42,63,https://wefut.com/player/13/12479/ryan-allsop
Park Jun Hyuk,63,bronze,Korea Republic,63,65,64,65,32,65,https://wefut.com/player/13/12086/park-jun-hyuk
Ruud Swinkels,63,bronze,Netherlands,65,62,61,64,44,63,https://wefut.com/player/13/10717/ruud-swinkels
Donovan Léon,63,bronze,France,65,56,66,68,50,62,https://wefut.com/player/13/9910/donovan-leon
Mateusz Prus,63,bronze,Poland,64,63,66,66,53,60,https://wefut.com/player/13/8854/mateusz-prus
Park Jun Hyuk,63,bronze,Korea Republic,63,65,64,65,32,65,https://wefut.com/player/13/8777/park-jun-hyuk
Roman Bürki,63,bronze,Switzerland,64,61,62,63,53,64,https://wefut.com/player/13/6661/roman-burki
Sascha Burchert,63,bronze,Germany,58,67,63,63,48,64,https://wefut.com/player/13/6647/sascha-burchert
Declan Rudd,63,bronze,England,66,63,58,61,54,62,https://wefut.com/player/13/6568/declan-rudd
Gary Woods,63,bronze,England,67,61,56,68,52,57,https://wefut.com/player/13/6098/gary-woods
Robert Lainton,63,bronze,England,65,67,62,69,35,63,https://wefut.com/player/13/5850/robert-lainton
Jo Coppens,63,bronze,Belgium,67,62,65,68,47,57,https://wefut.com/player/13/5820/jo-coppens
Luis Robles,63,bronze,United States,64,63,61,65,53,60,https://wefut.com/player/13/5176/luis-robles
Robert Olejnik,63,bronze,Austria,67,59,51,65,33,63,https://wefut.com/player/13/5056/robert-olejnik
Glen Moss,63,bronze,New Zealand,66,60,57,65,59,60,https://wefut.com/player/13/4496/glen-moss
Jonathan Tuffey,63,bronze,Northern Ireland,64,64,58,63,50,65,https://wefut.com/player/13/4025/jonathan-tuffey
Senzo Meyiwa,63,bronze,South Africa,62,64,63,65,51,58,https://wefut.com/player/13/3772/senzo-meyiwa
Orlando,63,bronzerare,Spain,74,52,53,72,43,62,https://wefut.com/player/13/3591/hamdi-kasraoui
Achille Coser,63,bronze,Italy,62,63,55,66,42,64,https://wefut.com/player/13/3442/achille-coser
Yves Lenaerts,63,bronze,Belgium,63,60,65,68,59,61,https://wefut.com/player/13/3264/yves-lenaerts
Joan Hartock,63,bronze,France,67,58,61,69,55,65,https://wefut.com/player/13/3161/joan-hartock
Vincent Planté,63,bronze,France,63,59,61,66,35,60,https://wefut.com/player/13/2445/vincent-plante
Barry Roche,63,bronze,Republic of Ireland,61,64,64,65,60,62,https://wefut.com/player/13/1102/barry-roche
Adam Collin,63,bronze,England,67,65,63,66,37,58,https://wefut.com/player/13/899/adam-collin
Brian Jensen,63,bronze,Denmark,62,66,55,62,42,64,https://wefut.com/player/13/809/brian-jensen
Ian Bennett,63,bronze,England,66,64,61,59,22,61,https://wefut.com/player/13/300/ian-bennett
Carlo Nash,63,bronze,England,60,66,60,60,45,64,https://wefut.com/player/13/219/carlo-nash
Milos Kocic,62,bronzerare,Serbia,68,56,67,65,35,66,https://wefut.com/player/13/12093/milos-kocic
Patrick Drewes,62,bronzerare,Germany,62,63,65,59,20,63,https://wefut.com/player/13/10969/patrick-drewes
Pavol Bajza,62,bronzerare,Slovakia,65,56,57,70,34,60,https://wefut.com/player/13/10886/pavol-bajza
Boy de Jong,62,bronzerare,Netherlands,59,58,67,66,70,64,https://wefut.com/player/13/10614/boy-de-jong
Paolo Tornaghi,62,bronzerare,Italy,63,60,53,66,44,66,https://wefut.com/player/13/10376/paolo-tornaghi
Ivan Kardum,62,bronzerare,Croatia,63,57,56,66,45,67,https://wefut.com/player/13/10292/ivan-kardum
Nigel Bertrams,62,bronzerare,Netherlands,65,67,59,60,65,55,https://wefut.com/player/13/10205/nigel-bertrams
Paulo Gazzaniga,62,bronzerare,Argentina,67,60,87,64,61,55,https://wefut.com/player/13/9861/paulo-gazzaniga
Alexander Schwolow,62,bronzerare,Germany,62,55,63,64,36,66,https://wefut.com/player/13/9279/alexander-schwolow
Joe Willis,62,bronzerare,United States,67,59,55,62,47,65,https://wefut.com/player/13/9129/joe-willis
Johannes Focher,62,bronzerare,Germany,66,57,59,60,44,64,https://wefut.com/player/13/8228/johannes-focher
Matej Delač,62,bronzerare,Croatia,65,61,59,70,52,58,https://wefut.com/player/13/7956/matej-delac
Rafał Gikiewicz,62,bronzerare,Poland,68,65,56,63,26,61,https://wefut.com/player/13/7840/rafal-gikiewicz
Diego García,62,bronzerare,Spain,64,58,51,71,33,59,https://wefut.com/player/13/7832/diego-garcia
Samuel Radlinger,62,bronzerare,Austria,65,58,56,66,58,60,https://wefut.com/player/13/7629/samuel-radlinger
Hamdi Kasraoui,63,bronze,Tunisia,65,64,60,62,43,66,https://wefut.com/player/13/7116/milos-kocic
Mark Howard,62,bronzerare,England,62,64,70,62,34,62,https://wefut.com/player/13/5733/mark-howard
David González,62,bronzerare,Colombia,66,64,61,60,34,63,https://wefut.com/player/13/5585/david-gonzalez
Chris Seitz,62,bronzerare,United States,66,58,61,64,64,60,https://wefut.com/player/13/5141/chris-seitz
Yang Dong Won,62,bronzerare,Korea Republic,66,57,61,65,65,65,https://wefut.com/player/13/4632/yang-dong-won
Trevor Carson,62,bronzerare,Northern Ireland,67,56,69,66,58,64,https://wefut.com/player/13/3706/trevor-carson
Greg Sutton,62,bronzerare,Canada,66,61,63,63,55,59,https://wefut.com/player/13/3694/greg-sutton
Jake Cole,62,bronzerare,England,61,57,68,71,64,58,https://wefut.com/player/13/3389/jake-cole
Donovan Ricketts,62,bronzerare,Jamaica,67,53,55,68,62,62,https://wefut.com/player/13/3287/donovan-ricketts
Wojciech Skaba,62,bronzerare,Poland,69,59,55,61,44,64,https://wefut.com/player/13/3190/wojciech-skaba
Sergey Veremko,62,bronzerare,Belarus,63,71,66,70,60,46,https://wefut.com/player/13/3147/sergey-veremko
David De Navas,62,bronzerare,Spain,58,71,55,54,46,69,https://wefut.com/player/13/2148/david-de-navas
Mark Paston,62,bronzerare,New Zealand,64,60,60,62,31,62,https://wefut.com/player/13/1931/mark-paston
Paul Jones,62,bronzerare,England,72,59,53,67,58,54,https://wefut.com/player/13/1620/paul-jones
Alberto,62,bronzerare,Spain,55,69,60,54,47,74,https://wefut.com/player/13/1202/alberto
Steve Phillips,62,bronzerare,England,49,65,76,71,31,61,https://wefut.com/player/13/1034/steve-phillips
Richard Wright,62,bronzerare,England,68,61,65,61,40,57,https://wefut.com/player/13/758/richard-wright
John Sullivan,62,bronze,England,64,63,62,61,43,65,https://wefut.com/player/13/13750/john-sullivan
George Long,62,bronze,England,65,57,52,71,47,60,https://wefut.com/player/13/12415/george-long
Evan Bush,62,bronze,United States,65,64,56,65,45,60,https://wefut.com/player/13/10097/evan-bush
Pietro Terracciano,62,bronze,Italy,62,60,50,68,44,64,https://wefut.com/player/13/9985/pietro-terracciano
Mirko Pigliacelli,62,bronze,Italy,61,59,55,68,45,64,https://wefut.com/player/13/9937/mirko-pigliacelli
Freddy Hall,62,bronze,Bermuda,66,63,62,65,55,59,https://wefut.com/player/13/9753/freddy-hall
David Bingham,62,bronze,United States,62,62,68,64,49,62,https://wefut.com/player/13/9200/david-bingham
Hobie Verhulst,62,bronze,Netherlands,63,60,63,62,45,61,https://wefut.com/player/13/8804/hobie-verhulst
Milos Kocic,62,bronzerare,Serbia,68,56,67,65,35,61,https://wefut.com/player/13/8107/brian-perk
José Antonio Rodríguez,62,bronze,Mexico,61,64,63,64,35,63,https://wefut.com/player/13/7317/jose-antonio-rodriguez
Andrea Pierobon,62,bronze,Italy,60,64,55,60,48,65,https://wefut.com/player/13/6536/andrea-pierobon
Song Yoo Gul,62,bronze,Korea Republic,62,62,60,62,48,63,https://wefut.com/player/13/5452/song-yoo-gul
Brad Knighton,62,bronze,United States,66,62,60,65,43,61,https://wefut.com/player/13/5315/brad-knighton
Kévin Olimpa,62,bronze,France,64,63,62,62,29,65,https://wefut.com/player/13/5123/kevin-olimpa
John Sullivan,62,bronze,England,64,63,62,61,43,65,https://wefut.com/player/13/4472/john-sullivan
Josh Lillis,62,bronze,England,66,58,60,68,46,57,https://wefut.com/player/13/3630/josh-lillis
Steve Banks,62,bronze,England,62,63,61,64,45,61,https://wefut.com/player/13/3375/steve-banks
Ryan Clarke,62,bronze,England,65,60,56,66,60,59,https://wefut.com/player/13/3338/ryan-clarke
Daniel Lopar,62,bronze,Switzerland,62,59,56,63,57,64,https://wefut.com/player/13/1862/daniel-lopar
Ben Williams,62,bronze,England,66,52,54,68,54,62,https://wefut.com/player/13/1800/ben-williams
Ryan Esson,62,bronze,Scotland,64,63,56,60,31,62,https://wefut.com/player/13/1731/ryan-esson
Ronald Graafland,62,bronze,Netherlands,67,64,65,64,22,53,https://wefut.com/player/13/1689/ronald-graafland
Jason Brown,62,bronze,Wales,61,64,58,63,44,64,https://wefut.com/player/13/943/jason-brown
Shane Higgs,62,bronze,England,60,62,66,64,52,61,https://wefut.com/player/13/252/shane-higgs
Chris Day,62,bronze,England,64,65,61,59,48,62,https://wefut.com/player/13/18/chris-day
Lee Nicholls,61,bronzerare,England,65,56,55,62,64,63,https://wefut.com/player/13/13760/lee-nicholls
Richard Strebinger,61,bronzerare,Austria,61,57,57,69,55,57,https://wefut.com/player/13/10755/richard-strebinger
Abdullah Al Enezi,61,bronzerare,Saudi Arabia,52,64,65,62,46,69,https://wefut.com/player/13/10478/abdullah-al-enezi
Dani Sotres,61,bronzerare,Spain,63,53,71,80,56,47,https://wefut.com/player/13/9991/dani-sotres
Dorronsoro,61,bronzerare,Spain,53,56,60,72,68,61,https://wefut.com/player/13/9634/dorronsoro
Vitus Eicher,61,bronzerare,Germany,59,63,67,64,61,61,https://wefut.com/player/13/8726/vitus-eicher
Raúl,61,bronzerare,Spain,61,57,54,65,47,66,https://wefut.com/player/13/8383/raul
Lee Nicholls,61,bronzerare,England,65,56,55,62,64,63,https://wefut.com/player/13/8209/lee-nicholls
Wesley Foderingham,61,bronzerare,England,62,61,70,71,36,52,https://wefut.com/player/13/7595/wesley-foderingham
Niclas Heimann,61,bronzerare,Germany,60,56,58,63,42,65,https://wefut.com/player/13/6114/niclas-heimann
Matko Perdijić,61,bronzerare,Croatia,61,60,54,62,42,67,https://wefut.com/player/13/6029/matko-perdijic
Ivan Benito,61,bronzerare,Switzerland,61,56,58,62,54,66,https://wefut.com/player/13/5616/ivan-benito
Rene Gilmartin,61,bronzerare,Republic of Ireland,68,54,50,64,52,62,https://wefut.com/player/13/4540/rene-gilmartin
Adam Stachowiak,61,bronzerare,Poland,61,57,62,72,46,58,https://wefut.com/player/13/4205/adam-stachowiak
Mark Cousins,61,bronzerare,England,64,61,44,71,56,50,https://wefut.com/player/13/3713/mark-cousins
Jakub Szmatuła,61,bronzerare,Poland,62,63,58,56,50,66,https://wefut.com/player/13/2717/jakub-szmatula
Sebastian Przyrowski,61,bronzerare,Poland,72,47,48,59,48,64,https://wefut.com/player/13/2313/sebastian-przyrowski
Saizar,61,bronzerare,Spain,58,69,56,57,42,64,https://wefut.com/player/13/2191/saizar
Thomas Borenitsch,61,bronzerare,Austria,59,53,70,62,59,65,https://wefut.com/player/13/734/thomas-borenitsch
Glenn Morris,61,bronzerare,England,66,55,63,67,62,57,https://wefut.com/player/13/411/glenn-morris
Ha Kang Jin,61,bronze,Korea Republic,61,64,67,62,33,56,https://wefut.com/player/13/12657/ha-kang-jin
Robin Udegbe,61,bronze,Germany,64,57,59,68,38,55,https://wefut.com/player/13/9805/robin-udegbe
Jonathan Millieras,61,bronze,France,61,62,60,60,44,61,https://wefut.com/player/13/9800/jonathan-millieras
Loris Karius,61,bronze,Germany,66,60,58,63,60,55,https://wefut.com/player/13/9522/loris-karius
Ha Kang Jin,61,bronze,Korea Republic,61,64,67,62,33,56,https://wefut.com/player/13/8821/ha-kang-jin
Marc Martínez,61,bronze,Spain,63,57,68,65,46,60,https://wefut.com/player/13/8742/marc-martinez
Roland Müller,61,bronze,Philippines,63,58,55,67,51,59,https://wefut.com/player/13/8570/roland-muller
Kim Da Sol,61,bronze,Korea Republic,61,66,65,61,44,61,https://wefut.com/player/13/8423/kim-da-sol
Kim Min Sik,61,bronze,Korea Republic,61,65,63,62,34,64,https://wefut.com/player/13/8411/kim-min-sik
Dani Jiménez,61,bronze,Spain,67,58,54,68,42,53,https://wefut.com/player/13/7905/dani-jimenez
Toño,61,bronze,Spain,59,64,51,62,35,61,https://wefut.com/player/13/6967/tono
Daniel Bernhardt,61,bronze,Germany,62,61,57,66,38,56,https://wefut.com/player/13/6711/daniel-bernhardt
Daouda Diakite,61,bronzerare,Burkina Faso,72,59,55,68,46,62,https://wefut.com/player/13/6557/erwin-zelazny
Toni,61,bronze,Spain,64,62,55,66,44,56,https://wefut.com/player/13/6159/toni
Denis Petric,61,bronze,Serbia,57,67,64,63,47,65,https://wefut.com/player/13/5960/denis-petric
Anthony Moris,61,bronze,Belgium,66,57,56,68,47,54,https://wefut.com/player/13/5825/anthony-moris
Ivan Necevski,61,bronze,Australia,63,64,60,59,46,58,https://wefut.com/player/13/5590/ivan-necevski
Renato Dossena,61,bronze,Italy,63,60,52,58,51,62,https://wefut.com/player/13/4335/renato-dossena
Conrad Logan,61,bronze,Republic of Ireland,60,60,66,68,55,57,https://wefut.com/player/13/3174/conrad-logan
Anssi Jaakkola,61,bronze,Finland,63,61,56,62,58,61,https://wefut.com/player/13/2962/anssi-jaakkola
Chris Smith,61,bronze,Scotland,62,61,52,61,31,63,https://wefut.com/player/13/2761/chris-smith
Cabrero,61,bronze,Spain,57,68,58,61,42,63,https://wefut.com/player/13/2150/cabrero
Baek Min Chul,61,bronze,Korea Republic,62,60,59,62,53,61,https://wefut.com/player/13/1860/baek-min-chul
Kwon Jeong Hyuk,61,bronze,Korea Republic,59,61,61,64,50,59,https://wefut.com/player/13/1598/kwon-jeong-hyuk
René Renno,61,bronze,Germany,61,59,55,65,30,62,https://wefut.com/player/13/1157/rene-renno
Clément Maury,61,bronze,France,66,62,57,66,51,53,https://wefut.com/player/13/1154/clement-maury
Nicky Weaver,61,bronze,England,59,63,65,63,52,59,https://wefut.com/player/13/793/nicky-weaver
Mark Brown,61,bronze,Scotland,61,64,52,61,34,61,https://wefut.com/player/13/585/mark-brown
Jon Knudsen,61,bronze,Norway,58,62,61,61,31,60,https://wefut.com/player/13/534/jon-knudsen
Jamie Langfield,61,bronze,Scotland,65,58,53,62,31,61,https://wefut.com/player/13/131/jamie-langfield
Lasse Staw,60,bronzerare,Norway,61,57,56,62,49,66,https://wefut.com/player/13/13763/lasse-staw
Oscar Jansson,60,bronzerare,Sweden,68,50,39,73,59,56,https://wefut.com/player/13/12111/oscar-jansson
Sam Walker,60,bronzerare,England,55,58,68,64,46,60,https://wefut.com/player/13/11922/sam-walker
Lukas Raeder,60,bronzerare,Germany,64,58,60,63,26,54,https://wefut.com/player/13/10768/lukas-raeder
Dejan Stojanovic,60,bronzerare,Austria,65,54,57,68,34,55,https://wefut.com/player/13/9984/dejan-stojanovic
Janis Blaswich,60,bronzerare,Germany,65,60,64,67,63,51,https://wefut.com/player/13/9596/janis-blaswich
Raphael,60,bronzerare,Brazil,65,58,56,62,55,64,https://wefut.com/player/13/9443/raphael
Erwin Zelazny,61,bronze,France,65,59,55,65,46,62,https://wefut.com/player/13/9272/connor-ripley
Yeray,60,bronzerare,Spain,60,69,56,57,44,60,https://wefut.com/player/13/8799/yeray
Sam Walker,60,bronzerare,England,55,58,68,64,46,60,https://wefut.com/player/13/8750/sam-walker
Baba Tchagouni,60,bronzerare,Togo,64,58,70,64,40,62,https://wefut.com/player/13/8038/baba-tchagouni
Andrew Dykstra,60,bronzerare,United States,68,58,62,65,55,57,https://wefut.com/player/13/7600/andrew-dykstra
Jeon Tae Hyun,60,bronzerare,Korea Republic,64,63,60,61,41,62,https://wefut.com/player/13/7287/jeon-tae-hyun
Oscar Jansson,60,bronzerare,Sweden,68,50,39,73,59,56,https://wefut.com/player/13/7068/oscar-jansson
Dávid Gróf,60,bronzerare,Hungary,66,52,70,68,59,51,https://wefut.com/player/13/6670/david-grof
Stephan Flauder,60,bronzerare,Germany,64,58,57,64,50,56,https://wefut.com/player/13/5832/stephan-flauder
Lee Butcher,60,bronzerare,England,69,54,45,66,36,52,https://wefut.com/player/13/5651/lee-butcher
Sten Michael Grytebust,60,bronzerare,Norway,66,52,49,79,23,52,https://wefut.com/player/13/5639/sten-michael-grytebust
Jasmin Fejzić,60,bronzerare,Bosnia Herzegovina,58,63,54,59,33,61,https://wefut.com/player/13/3938/jasmin-fejzic
Lasse Staw,60,bronzerare,Norway,61,57,56,62,49,66,https://wefut.com/player/13/2574/lasse-staw
Damien Perquis,60,bronzerare,France,58,61,59,60,46,68,https://wefut.com/player/13/1336/damien-perquis
Michael Langer,60,bronzerare,Austria,61,62,55,66,51,52,https://wefut.com/player/13/1146/michael-langer
Håkon Opdal,60,bronzerare,Norway,60,53,64,70,54,55,https://wefut.com/player/13/814/hakon-opdal
David Lucas,60,bronze,England,57,60,64,64,54,60,https://wefut.com/player/13/12110/david-lucas
Tom Neukam,60,bronze,Germany,62,59,56,67,39,52,https://wefut.com/player/13/10739/tom-neukam
Nasser Al Saieri,60,bronze,Saudi Arabia,63,67,53,57,42,58,https://wefut.com/player/13/10561/nasser-al-saieri
Fahad Al Thunayyan,60,bronze,Saudi Arabia,65,59,62,61,46,56,https://wefut.com/player/13/10529/fahad-al-thunayyan
Christian Dobnik,60,bronze,Austria,62,55,53,62,41,62,https://wefut.com/player/13/10420/christian-dobnik
Martijn de Zwart,60,bronze,Netherlands,60,61,58,60,40,59,https://wefut.com/player/13/10001/martijn-de-zwart
Martin Sourzac,60,bronze,France,62,59,53,62,48,58,https://wefut.com/player/13/9979/martin-sourzac
André Weis,60,bronze,Germany,66,56,61,66,40,54,https://wefut.com/player/13/9922/andre-weis
Joshua Smits,60,bronze,Netherlands,62,55,60,64,56,60,https://wefut.com/player/13/9817/joshua-smits
Connor Ripley,60,bronzerare,South Africa,61,59,44,62,40,61,https://wefut.com/player/13/9774/brighton-mhlongo
Bryan Roox,60,bronze,Netherlands,61,60,61,60,46,60,https://wefut.com/player/13/9736/bryan-roox
Miranda,60,bronze,Brazil,60,60,52,63,30,57,https://wefut.com/player/13/8957/miranda
Alex Pena,60,bronze,Romania,60,60,50,62,39,60,https://wefut.com/player/13/8920/alex-pena
Ross Worner,60,bronze,England,61,57,58,65,59,58,https://wefut.com/player/13/8800/ross-worner
Marcel Lenz,60,bronze,Germany,61,58,56,63,51,60,https://wefut.com/player/13/8568/marcel-lenz
Jonathan Ligali,60,bronze,France,60,67,54,62,46,61,https://wefut.com/player/13/8563/jonathan-ligali
Juan Carlos,60,bronze,Spain,64,57,52,65,58,57,https://wefut.com/player/13/7871/juan-carlos
Mark Halstead,60,bronze,England,62,58,55,65,51,59,https://wefut.com/player/13/7860/mark-halstead
Samuel Atrous,60,bronze,France,67,59,65,64,30,57,https://wefut.com/player/13/7810/samuel-atrous
Tim Coremans,60,bronze,Netherlands,61,61,60,61,38,58,https://wefut.com/player/13/7670/tim-coremans
Rémi Pillot,60,bronze,France,59,61,65,61,46,60,https://wefut.com/player/13/7165/remi-pillot
Giorgi Makaridze,60,bronze,Georgia,66,64,42,62,30,60,https://wefut.com/player/13/7085/giorgi-makaridze
Ole Söderberg,60,bronze,Sweden,65,60,62,66,50,60,https://wefut.com/player/13/6896/ole-soderberg
Mark Birighitti,60,bronze,Australia,63,60,54,62,46,59,https://wefut.com/player/13/6493/mark-birighitti
Luke Daniels,60,bronze,England,66,52,56,67,44,56,https://wefut.com/player/13/5933/luke-daniels
Arjan van Dijk,60,bronze,Netherlands,61,63,61,57,31,61,https://wefut.com/player/13/5782/arjan-van-dijk
Artur Krysiak,60,bronze,Poland,66,54,50,68,50,59,https://wefut.com/player/13/5554/artur-krysiak
Richard O'Donnell,60,bronze,England,61,56,64,66,52,56,https://wefut.com/player/13/5464/richard-o-donnell
Ben Kennedy,60,bronze,Australia,64,55,58,63,41,58,https://wefut.com/player/13/5319/ben-kennedy
